"GenusSpecies","Species","Genus","Family","SubOrder","hwl","div_brd","div_mam","lat","lon","Temp","Prec","cover"
"45","Africallagma_sinuatum","sinuatum","Africallagma","Coenagrionidae","Zygoptera",19.25,414.92133348474,111.35550325799,-23.266665,30.916665,293,3373,33
"46","Agriocnemis_exilis","exilis","Agriocnemis","Coenagrionidae","Zygoptera",9,381.615575322804,103.897266908285,-21.7881128571429,28.9760160714286,291.607142857143,3458.82142857143,21.0714285714286
"47","Agriocnemis_falcifera","falcifera","Agriocnemis","Coenagrionidae","Zygoptera",11.5,404.264965109969,112.337960807824,-26.5588033333333,31.2666366666667,293,3373,37
"48","Agriocnemis_femina","femina","Agriocnemis","Coenagrionidae","Zygoptera",11,256.297436304949,70.8391046349076,10.0348941666667,116.600276666667,288.75,8874,29.0833333333333
"49","Agriocnemis_forcipata","forcipata","Agriocnemis","Coenagrionidae","Zygoptera",12.75,293.897466651037,131.17463295868,0.855825909090909,23.7523454545455,299.227272727273,4167.40909090909,47.7272727272727
"50","Agriocnemis_gratiosa","gratiosa","Agriocnemis","Coenagrionidae","Zygoptera",12,415.767973025645,87.5326878688391,-29.71083,31.09444,293,3373,0
"51","Agriocnemis_lacteola","lacteola","Agriocnemis","Coenagrionidae","Zygoptera",10,316.291393912312,74.2981753731854,30.1143966666667,101.399443333333,257,6950,0
"52","Agriocnemis_nana","nana","Agriocnemis","Coenagrionidae","Zygoptera",9.5,480.964050952976,120.235418562548,20.6167,96.55,289,11401,41
"53","Agriocnemis_pinheyi","pinheyi","Agriocnemis","Coenagrionidae","Zygoptera",10,409.461618821723,116.024362911114,-24.7868916666667,30.6311816666667,293,3373,37.8333333333333
"54","Agriocnemis_pygmaea","pygmaea","Agriocnemis","Coenagrionidae","Zygoptera",10,287.063639055674,56.9753523740859,-19.0438381534872,138.925282590313,281.052356020942,6877.42408376963,32.4450261780105
"55","Agriocnemis_victoria","victoria","Agriocnemis","Coenagrionidae","Zygoptera",10,339.304500347678,141.582384522427,0.316305,26.893995,298.25,3997.75,33
"56","Agriogomphus_ericae","ericae","Agriogomphus","Gomphidae","Anisoptera",24,587.117889717111,185.556296503914,-0.6569,-76.4528,276,6294,80
"57","Agriogomphus_sylvicola","sylvicola","Agriogomphus","Gomphidae","Anisoptera",22,573.246114337264,199.143382449708,-12.02665,-71.135,276,6294,80
"58","Agriomorpha_fusca","fusca","Agriomorpha","Megapodagrionidae","Zygoptera",28.75,363.242592568033,104.148082825467,21.45335,105.6415,289,11401,69
"59","Agrionoptera_insignis","insignis","Agrionoptera","Libellulidae","Anisoptera",32,281.0407270252,55.822361434681,-14.1455357142857,138.842879220779,290.844155844156,7402.5974025974,33.3766233766234
"60","Allocnemis_leucosticta","leucosticta","Allocnemis","Platycnemididae","Zygoptera",23,332.123101997086,82.8764336526047,-31.525264691358,25.950930617284,235.666666666667,3401.66666666667,44.1851851851852
"61","Amphiagrion_abbreviatum","abbreviatum","Amphiagrion","Coenagrionidae","Zygoptera",17,173.808015843091,64.6541185210903,39.4389022794118,-117.186226213235,210.805147058824,3261.86397058824,4.83088235294118
"62","Amphiagrion_saucium","saucium","Amphiagrion","Coenagrionidae","Zygoptera",15.5,163.63421080341,46.7295953645813,40.5798309171468,-79.2797616423908,218.005714285714,2174.32,33.7314285714286
"63","Amphicnemis_gracilis","gracilis","Amphicnemis","Coenagrionidae","Zygoptera",19.5,433.081517266237,165.246964979591,5.055,100.784,289,11401,30
"64","Anaciaeschna_isoceles","isoceles","Anaciaeschna","Aeshnidae","Anisoptera",42,153.518410056237,46.836393408467,51.09698352,8.98953074,234.008,2881.856,9.11
"65","Anaciaeschna_jaspidea","jaspidea","Anaciaeschna","Aeshnidae","Anisoptera",43.5,221.705516783971,43.5571422995297,-5.58129352941176,126.677980588235,291.823529411765,7167.41176470588,20.9411764705882
"66","Anaciaeschna_martini","martini","Anaciaeschna","Aeshnidae","Anisoptera",44,179.097127286498,26.0359465517668,34.42442,134.3208,211,3713,7.6
"67","Anaciaeschna_triangulifera","triangulifera","Anaciaeschna","Aeshnidae","Anisoptera",43,412.918245152746,87.5408461788335,-29.4968533333333,31.1459266666667,293,3373,31.3333333333333
"68","Anatya_guttata","guttata","Anatya","Libellulidae","Anisoptera",27,403.742726256473,133.004048191209,6.92907595238095,-77.9583259523809,288.52380952381,9265.19047619048,55.8809523809524
"69","Anax_amazili","amazili","Anax","Aeshnidae","Anisoptera",50,316.935217066243,94.9903342921586,15.8152986666667,-87.0926726666667,291.433333333333,8618.33333333333,33.5333333333333
"70","Anax_bangweuluensis","bangweuluensis","Anax","Aeshnidae","Anisoptera",45.5,391.832206232388,104.683572419444,-19.08,23.1,283,3357,44
"71","Anax_concolor","concolor","Anax","Aeshnidae","Anisoptera",45,346.6052472875,101.499690490855,18.555565,-93.72099,294.25,6859.75,57
"72","Anax_congoliath","congoliath","Anax","Aeshnidae","Anisoptera",59,343.58636779776,135.356417249233,2.31192,19.2921166666667,300,4206,26.6666666666667
"73","Anax_ephippiger","ephippiger","Anax","Aeshnidae","Anisoptera",44.5,164.656535372493,49.98268786961,33.4390795535714,12.1035188392857,248.473214285714,2971.50892857143,7.41964285714286
"74","Anax_guttatus","guttatus","Anax","Aeshnidae","Anisoptera",52,256.752399429774,50.0626951311571,-8.55082925373134,136.789785373134,289.850746268657,7322.4776119403,16.4029850746269
"75","Anax_immaculifrons","immaculifrons","Anax","Aeshnidae","Anisoptera",57,216.247647535603,50.5178722447506,25.2517544444444,55.8993877777778,266.777777777778,5288,12.3333333333333
"76","Anax_imperator","imperator","Anax","Aeshnidae","Anisoptera",48.5,148.020497038337,45.0820088582978,50.905976652,6.402901972,235.094,2805.23,8.716
"77","Anax_junius","junius","Anax","Aeshnidae","Anisoptera",50.5,183.116533660168,49.0752153919913,36.06045008,-97.20538536,231.692,3003.086,10.922
"78","Anax_longipes","longipes","Anax","Aeshnidae","Anisoptera",51.5,182.066142319184,47.8811521936272,33.3576122689076,-91.4270273109244,234.882352941176,2242.14285714286,14.2100840336134
"79","Anax_nigrofasciatus","nigrofasciatus","Anax","Aeshnidae","Anisoptera",46,203.009571366183,40.7142239449577,32.8053730434783,130.715932173913,227.217391304348,4375.86956521739,5.1304347826087
"80","Anax_panybeus","panybeus","Anax","Aeshnidae","Anisoptera",52,246.070651799892,50.4380913194318,24.6569436363636,121.532728181818,282,5066,10
"81","Anax_parthenope","parthenope","Anax","Aeshnidae","Anisoptera",48,152.057469037783,52.9248496235048,46.81221432,11.8340156,234.614,2860.386,9.224
"82","Anax_speratus","speratus","Anax","Aeshnidae","Anisoptera",54.5,384.38110988136,96.4423409045712,-26.9593592592593,29.4434551851852,273.407407407407,3412.22222222222,31.1851851851852
"83","Anax_tristis","tristis","Anax","Aeshnidae","Anisoptera",60.5,436.669239734001,126.344061735024,-12.6035730769231,27.4673946153846,295.923076923077,3382.38461538462,27.2307692307692
"84","Anax_walsinghami","walsinghami","Anax","Aeshnidae","Anisoptera",61.5,193.325452541972,57.1563288907035,32.6761439473684,-114.345392368421,239.552631578947,3103.02631578947,7.13157894736842
"85","Anisogomphus_maacki","maacki","Anisogomphus","Gomphidae","Anisoptera",31.5,176.241958526497,30.9004062525924,35.1532222222222,136.541111111111,211,3713,1.33333333333333
"86","Anomisma_abnorme","abnorme","Anomisma","Pseudostigmatidae","Zygoptera",51,567.676839623123,183.734120078986,-1.87998,-74.9665666666667,276,6294,80
"87","Anotogaster_sieboldii","sieboldii","Anotogaster","Cordulegastridae","Anisoptera",53.5,181.695817773054,33.988639910117,35.0126772807018,135.897579561404,217.850877192982,3843.55263157895,7.16666666666667
"88","Apanisagrion_lais","lais","Apanisagrion","Coenagrionidae","Zygoptera",20.5,255.319362601744,91.5832289630612,26.3599908695652,-104.797696956522,270.652173913043,3782.39130434783,27.0869565217391
"89","Aphylla_angustifolia","angustifolia","Aphylla","Gomphidae","Anisoptera",39,207.930839991874,55.5972354263248,28.7595557246377,-97.5943418115942,256.405797101449,2939.44202898551,9.44927536231884
"90","Aphylla_brevipes","brevipes","Aphylla","Gomphidae","Anisoptera",32,582.617391042748,180.610647050478,5.5,-54.05,277,3955,0
"91","Aphylla_dentata","dentata","Aphylla","Gomphidae","Anisoptera",35.5,527.033028470827,174.580991526503,-3.49466,-57.27534,279.2,4386.8,38.8
"92","Aphylla_producta","producta","Aphylla","Gomphidae","Anisoptera",36,574.643807375182,170.531696464352,0.085,-76.9925,292,11314,80
"93","Aphylla_protracta","protracta","Aphylla","Gomphidae","Anisoptera",37,248.895104593976,66.6460598932428,25.0878185714286,-98.1027048571429,290.028571428571,5400.4,13.4285714285714
"94","Aphylla_williamsoni","williamsoni","Aphylla","Gomphidae","Anisoptera",40,181.638038704321,45.1530487379246,30.9947860714286,-87.5449174285714,244.714285714286,4656.42857142857,7.92857142857143
"95","Archaeogomphus_furcatus","furcatus","Archaeogomphus","Gomphidae","Anisoptera",18.5,421.356331867625,137.286260223211,10.43939,-89.6354433333333,288.666666666667,5681.33333333333,62
"96","Archaeogomphus_nanus","nanus","Archaeogomphus","Gomphidae","Anisoptera",14.6,488.28361300556,181.989285014937,0.85,-66.32,292,11314,69
"97","Archibasis_viola","viola","Archibasis","Coenagrionidae","Zygoptera",24,194.125984860036,70.4690772619246,-0.16935,114.254,285.5,8295,35
"98","Archilestes_californicus","californicus","Archilestes","Lestidae","Zygoptera",30.5,190.828031323564,53.3512473501895,37.3701850381679,-119.855789236641,204.274809160305,3988.38167938931,6.58778625954198
"99","Archilestes_grandis","grandis","Archilestes","Lestidae","Zygoptera",34.5,204.455682273139,64.1411242148295,31.5290680359456,-97.2482431926188,248.27562642369,3069.95671981777,16.1594533029613
"100","Argia_adamsi","adamsi","Argia","Coenagrionidae","Zygoptera",22.5,408.669294249296,139.294081857486,4.09018173913044,-80.8704360869565,287.826086956522,10004.4347826087,53.1739130434783
"101","Argia_agrioides","agrioides","Argia","Coenagrionidae","Zygoptera",19,185.735317423859,53.8591669659741,36.2861160204082,-118.512129489796,208.84693877551,3554.71428571429,4.80612244897959
"102","Argia_alberta","alberta","Argia","Coenagrionidae","Zygoptera",18,147.448109701138,54.5412632722248,38.2189497115385,-106.012245480769,238.365384615385,1725.52884615385,2.90384615384615
"103","Argia_apicalis","apicalis","Argia","Coenagrionidae","Zygoptera",22.5,162.398961714825,47.7349150483992,37.0986829999963,-88.63161164,231.228,2189.758,15.75
"104","Argia_barretti","barretti","Argia","Coenagrionidae","Zygoptera",23.5,282.02278106159,85.4049290279143,24.4253994320801,-99.343647716518,289,4982.53571428571,39
"105","Argia_bipunctulata","bipunctulata","Argia","Coenagrionidae","Zygoptera",15.5,170.378280448333,44.8375214041112,36.8829092424242,-85.4204912121212,223,2053.09090909091,11.9545454545455
"106","Argia_carlcooki","carlcooki","Argia","Coenagrionidae","Zygoptera",18.5,271.673320495395,87.1908732124207,21.1434333333333,-103.848190666667,295,5375,44.2666666666667
"107","Argia_collata","collata","Argia","Coenagrionidae","Zygoptera",18,541.967914301917,184.555672023023,0.08655,-71.3114,284,8804,57
"108","Argia_croceipennis","croceipennis","Argia","Coenagrionidae","Zygoptera",24.5,483.854768392769,151,-22.4,-47.55,281,3895,19
"109","Argia_cuprea","cuprea","Argia","Coenagrionidae","Zygoptera",25.25,288.672397174532,82.0326406543395,23.223337254902,-97.3569054901961,292.56862745098,5697.1568627451,41.7843137254902
"110","Argia_difficilis","difficilis","Argia","Coenagrionidae","Zygoptera",25.5,457.435141512957,150.940717444632,4.05260583333333,-79.879185,284,8804,56.25
"111","Argia_dives","dives","Argia","Coenagrionidae","Zygoptera",24.5,467.333969967943,130.567227271963,-9.07768,-72.57934,279.2,7298,54.6
"112","Argia_eliptica","eliptica","Argia","Coenagrionidae","Zygoptera",24.5,400.969145464799,129.41152723638,4.0921525,-78.75257,288,10059,53.25
"113","Argia_emma","emma","Argia","Coenagrionidae","Zygoptera",22.5,176.342019671216,58.776590174252,40.5133775042388,-120.189549321289,195.217741935484,4127.20161290323,4.76612903225806
"114","Argia_euphorbia","euphorbia","Argia","Coenagrionidae","Zygoptera",18.5,481.859484247053,185.235522221325,2.025,-65.1167,292,11314,80
"115","Argia_extranea","extranea","Argia","Coenagrionidae","Zygoptera",20.5,315.680899095735,102.883918982279,21.9690973863636,-99.6775679545455,283.306818181818,5098.17045454545,34.4659090909091
"116","Argia_fissa","fissa","Argia","Coenagrionidae","Zygoptera",24.5,340.477102906081,118.461849875375,17.7199501513752,-95.4636719071523,294.590909090909,6184.86363636364,28.25
"117","Argia_fumipennis","fumipennis","Argia","Coenagrionidae","Zygoptera",20.5,167.042716678777,48.0886175767043,38.372067,-83.67663296,226.082,2474.476,25.472
"118","Argia_funcki","funcki","Argia","Coenagrionidae","Zygoptera",36,331.661144434181,111.360856449575,19.01889,-96.1866666666667,295,5375,38.6666666666667
"119","Argia_gerhardi","gerhardi","Argia","Coenagrionidae","Zygoptera",20.75,454.298811169846,153.851195120102,-13.15,-71.46,276,6294,0
"120","Argia_hamulata","hamulata","Argia","Coenagrionidae","Zygoptera",20,426.906948982452,144.055357838099,-11.9438333333333,-72.9905666666667,276,6294,53.3333333333333
"121","Argia_harknessi","harknessi","Argia","Coenagrionidae","Zygoptera",22.5,311.409125589026,98.7496761710802,18.12562375,-101.05017375,295,5375,42.875
"122","Argia_hinei","hinei","Argia","Coenagrionidae","Zygoptera",19,199.103626552331,67.7452826758015,31.7674412,-109.5653204,250,2725.72,7.10666666666667
"123","Argia_huanacina","huanacina","Argia","Coenagrionidae","Zygoptera",20.5,498.583565323525,135.328549802677,-3.4333,-78.5167,276,6294,80
"124","Argia_immunda","immunda","Argia","Coenagrionidae","Zygoptera",22,200.0730664618,57.1755874132881,29.7598844972067,-98.8272474022346,259.178770949721,3031.90782122905,8.37430167597765
"125","Argia_inculta","inculta","Argia","Coenagrionidae","Zygoptera",21,225.081301806748,67.3472557125427,-3.69,-80.4533333333333,276,6294,3.33333333333333
"126","Argia_indicatrix","indicatrix","Argia","Coenagrionidae","Zygoptera",18,390.945676909413,132.124717011722,10.7046104761905,-84.7002452380952,292.142857142857,11031.1904761905,65
"127","Argia_infumata","infumata","Argia","Coenagrionidae","Zygoptera",18,492.550775946142,182.772166278535,0.84,-66.24335,292,11314,51.5
"128","Argia_insipida","insipida","Argia","Coenagrionidae","Zygoptera",20.5,485.728849548333,172.472841873406,5.2027175,-60.8515416666667,283.583333333333,7016.25,32.25
"129","Argia_joergenseni","joergenseni","Argia","Coenagrionidae","Zygoptera",24,377.314522856377,112.770981895762,-18.17295,-63.76375,276,6294,75.5
"130","Argia_jujuya","jujuya","Argia","Coenagrionidae","Zygoptera",20.5,149.598505297078,48.5806582980703,-25.8664,-66.0353,276,6294,0
"131","Argia_kokama","kokama","Argia","Coenagrionidae","Zygoptera",16.5,550.803377834425,162.620354291569,-4.529155,-76.36115,276,6294,69.25
"132","Argia_lacrimans","lacrimans","Argia","Coenagrionidae","Zygoptera",27.5,249.195726375822,92.5210723958265,27.8686685714286,-106.495142857143,255,2758.57142857143,25.8571428571429
"133","Argia_leonorae","leonorae","Argia","Coenagrionidae","Zygoptera",17,184.238610861265,58.3622010678389,29.0788280952381,-100.861280952381,279,4328.42857142857,1.04761904761905
"134","Argia_lilacina","lilacina","Argia","Coenagrionidae","Zygoptera",17,263.434046746811,113.005828378607,-3.83667,-40.90972,281,3895,31
"135","Argia_lugens","lugens","Argia","Coenagrionidae","Zygoptera",25,191.19026044334,61.2457454916303,35.3898483103948,-115.581290105615,219.375722543353,3106.79190751445,5.01156069364162
"136","Argia_medullaris","medullaris","Argia","Coenagrionidae","Zygoptera",24,337.129310812477,135.421324167591,9.964038,-84.171314,292,11314,63.8
"137","Argia_mishuyaca","mishuyaca","Argia","Coenagrionidae","Zygoptera",17.5,596.655561985501,190.808376667128,-3.77,-73.25,276,6294,28
"138","Argia_modesta","modesta","Argia","Coenagrionidae","Zygoptera",20,433.927687965194,137.332438504977,-16.44159,-42.3288066666667,281,3895,29
"139","Argia_moesta","moesta","Argia","Coenagrionidae","Zygoptera",25.5,167.940295612388,50.0091501057538,36.02622666,-91.9174116,236.742,2277.614,16.006
"140","Argia_mollis","mollis","Argia","Coenagrionidae","Zygoptera",21.25,419.58944980083,90.1356591997887,-26,-57,281,3895,26
"141","Argia_munda","munda","Argia","Coenagrionidae","Zygoptera",24.5,217.054246529681,80.570850580142,31.4046328571429,-108.931519047619,241.666666666667,1886.42857142857,5.47619047619048
"142","Argia_nahuana","nahuana","Argia","Coenagrionidae","Zygoptera",20.5,177.07853503133,54.9280499132883,33.7066516026404,-105.220479245124,238.653614457831,2198.87951807229,2.58433734939759
"143","Argia_oculata","oculata","Argia","Coenagrionidae","Zygoptera",22,335.393014628043,109.126691932717,16.1074586315789,-87.5440602105263,293.073684210526,7238.25263157895,42.3578947368421
"144","Argia_oenea","oenea","Argia","Coenagrionidae","Zygoptera",22,306.80837911535,97.6356718650561,21.01798809291,-98.7044992361114,285.615384615385,5233.08653846154,34.7115384615385
"145","Argia_orichalcea","orichalcea","Argia","Coenagrionidae","Zygoptera",19.75,240.380801461657,82.2217437395355,10.9244444444444,-61.6663111111111,292,11314,38.8888888888889
"146","Argia_pallens","pallens","Argia","Coenagrionidae","Zygoptera",21,203.145443235391,74.7744002668198,31.0242879487179,-109.699451025641,249.051282051282,2369.46153846154,6.17948717948718
"147","Argia_plana","plana","Argia","Coenagrionidae","Zygoptera",23.5,182.403225925151,60.3361987472272,33.1021762886598,-100.617941477663,247.274914089347,2253.26804123711,8.23367697594502
"148","Argia_pocomana","pocomana","Argia","Coenagrionidae","Zygoptera",19.5,376.208936607526,140.174314055325,9.9015825,-84.2497875,292,11314,19.5
"149","Argia_popoluca","popoluca","Argia","Coenagrionidae","Zygoptera",20.5,422.113535116969,124.114525249959,13.6610472222222,-88.6654255555556,293.166666666667,9004.38888888889,60.6666666666667
"150","Argia_pulla","pulla","Argia","Coenagrionidae","Zygoptera",17.5,340.455917059546,108.85743930469,14.1746907317073,-85.6916643902439,292.878048780488,8370.74796747967,46.6666666666667
"151","Argia_rhoadsi","rhoadsi","Argia","Coenagrionidae","Zygoptera",19.5,275.523366345161,83.2849568629514,24.0839358333333,-99.3726029166667,295,5375,29.7291666666667
"152","Argia_sabino","sabino","Argia","Coenagrionidae","Zygoptera",23.5,222.89900404682,80.333447353906,31.73125,-110.52188,239,1712,6
"153","Argia_sedula","sedula","Argia","Coenagrionidae","Zygoptera",19.5,185.299173393349,53.353282472572,32.7473539399982,-96.8435482,247.194,2726.924,11.296
"154","Argia_sordida","sordida","Argia","Coenagrionidae","Zygoptera",24.25,522.71533833411,147.596328644514,-22.92,-43.42,281,3895,18
"155","Argia_talamanca","talamanca","Argia","Coenagrionidae","Zygoptera",25.5,386.051019108699,141.005542136522,9.154318,-82.242494,292,11314,32.4
"156","Argia_tamoyo","tamoyo","Argia","Coenagrionidae","Zygoptera",21.5,440.280538762042,146.131275469849,-19.51585,-54.9675,278.5,5094.5,49.5
"157","Argia_tarascana","tarascana","Argia","Coenagrionidae","Zygoptera",23,224.863155743517,85.0279197420764,26.48375,-104.82718,267,3543.5,5
"158","Argia_tezpi","tezpi","Argia","Coenagrionidae","Zygoptera",24,258.965165175559,86.7663004535156,20.4860686842105,-100.925502368421,288.631578947368,5927.15789473684,33.9210526315789
"159","Argia_thespis","thespis","Argia","Coenagrionidae","Zygoptera",18.5,557.34819357723,184.299860881601,-9.84857142857143,-65.2745285714286,277.428571428571,5608.57142857143,37.1428571428571
"160","Argia_tibialis","tibialis","Argia","Coenagrionidae","Zygoptera",21,167.215087117327,46.5961932663403,37.4229804812834,-85.1014298395722,223.898395721925,2133.26470588235,19.4973262032086
"161","Argia_tinctipennis","tinctipennis","Argia","Coenagrionidae","Zygoptera",18.5,264.214120304326,113.145688491347,-3.92620666666667,-41.1616666666667,281,3895,42
"162","Argia_tonto","tonto","Argia","Coenagrionidae","Zygoptera",27,212.13983126181,77.4789496241797,31.9569024,-107.884842,244.84,2170.32,11.28
